Product Title/Description,Event Sub Type,Order Date,Customer's Delivery Pincode,order_date,Shipping State,Gross Sale,Net Sales,Return,Promo Sales,hour
Product 5,Sale,2023-10-12 00:00:00.0,560100,2023-10-12 08:02:11,Karnataka,229.0,229.0,0.0,0.0,8.0
Product 5,Sale,2023-10-12 00:00:00.0,535558,,Andhra Pradesh,229.0,229.0,0.0,0.0,
Product 5,Sale,2023-10-12 00:00:00.0,274601,2023-10-12 07:41:39,Uttar Pradesh,229.0,229.0,0.0,0.0,7.0
Product 5,Sale,2023-10-10 00:00:00.0,562125,2023-10-10 23:31:41,Karnataka,458.0,458.0,0.0,0.0,23.0
Product 5,Sale,2023-10-12 00:00:00.0,416008,2023-10-12 13:13:42,Maharashtra,229.0,229.0,0.0,0.0,13.0
Product 5,Sale,2023-10-12 00:00:00.0,515455,2023-10-12 09:56:35,Andhra Pradesh,229.0,229.0,0.0,0.0,9.0
Product 5,Return,2023-10-08 00:00:00.0,403512,2023-10-08 00:04:37,Goa,0.0,-222.0,-222.0,0.0,0.0
Product 5,Sale,2023-10-12 00:00:00.0,422012,2023-10-12 12:33:48,Maharashtra,222.0,222.0,0.0,0.0,12.0
Product 5,Sale,2023-10-12 00:00:00.0,440034,2023-10-12 11:36:36,Maharashtra,229.0,229.0,0.0,0.0,11.0
Product 5,Sale,2023-10-12 00:00:00.0,210001,2023-10-12 08:55:47,Uttar Pradesh,222.0,222.0,0.0,0.0,8.0
Product 12,Sale,2023-10-10 00:00:00.0,122051,2023-10-10 15:16:11,Haryana,458.0,458.0,0.0,0.0,15.0
Product 12,Return,2023-10-04 00:00:00.0,638054,2023-10-04 13:38:35,Tamil Nadu,0.0,-229.0,-229.0,0.0,13.0
Product 12,Sale,2023-10-12 00:00:00.0,413255,2023-10-12 11:47:10,Maharashtra,229.0,229.0,0.0,0.0,11.0
Product 12,Return,2023-10-04 00:00:00.0,563130,2023-10-04 21:05:29,Karnataka,0.0,-458.0,-458.0,0.0,21.0
Product 12,Sale,2023-10-12 00:00:00.0,522601,2023-10-12 14:05:13,Andhra Pradesh,234.0,234.0,0.0,0.0,14.0
Product 12,Sale,2023-10-10 00:00:00.0,562125,,Karnataka,458.0,458.0,0.0,0.0,
Product 12,Sale,2023-10-12 00:00:00.0,641653,2023-10-12 19:48:51,Tamil Nadu,234.0,234.0,0.0,0.0,19.0
Product 12,Sale,2023-10-12 00:00:00.0,695123,,Kerala,229.0,229.0,0.0,0.0,
Product 9,Sale,2023-10-12 00:00:00.0,506001,2023-10-12 08:50:23,Telangana,199.0,199.0,0.0,0.0,8.0
Product 9,Sale,2023-10-12 00:00:00.0,523212,2023-10-12 20:18:53,Andhra Pradesh,199.0,199.0,0.0,0.0,20.0
Product 9,Sale,2023-10-12 00:00:00.0,226016,,Uttar Pradesh,199.0,199.0,0.0,0.0,
Product 9,Sale,2023-10-12 00:00:00.0,560029,2023-10-12 08:08:53,Karnataka,199.0,199.0,0.0,0.0,8.0
Product 9,Sale,2023-10-12 00:00:00.0,641103,2023-10-12 12:55:47,Tamil Nadu,199.0,199.0,0.0,0.0,12.0
Product 9,Sale,2023-10-12 00:00:00.0,695523,,Kerala,193.0,193.0,0.0,0.0,
Product 9,Sale,2023-10-12 00:00:00.0,682021,2023-10-12 08:01:14,Kerala,179.0,179.0,0.0,179.0,8.0
Product 9,Sale,2023-10-12 00:00:00.0,600010,2023-10-12 22:19:11,Tamil Nadu,193.0,193.0,0.0,0.0,22.0
Product 9,Sale,2023-10-12 00:00:00.0,682016,2023-10-12 15:59:33,Kerala,193.0,193.0,0.0,0.0,15.0
Product 9,Sale,2023-10-12 00:00:00.0,530048,,Andhra Pradesh,193.0,193.0,0.0,0.0,
Product 9,Sale,2023-10-12 00:00:00.0,639004,2023-10-12 08:09:11,Tamil Nadu,199.0,199.0,0.0,0.0,8.0
Product 9,Sale,2023-10-12 00:00:00.0,534236,2023-10-12 10:25:23,Andhra Pradesh,199.0,199.0,0.0,0.0,10.0
Product 9,Sale,2023-10-12 00:00:00.0,504272,2023-10-12 10:14:20,Telangana,193.0,193.0,0.0,0.0,10.0
Product 9,Sale,2023-10-12 00:00:00.0,638703,2023-10-12 16:47:45,Tamil Nadu,184.0,184.0,0.0,184.0,16.0
Product 9,Sale,2023-10-12 00:00:00.0,533447,2023-10-12 08:42:32,Andhra Pradesh,199.0,199.0,0.0,0.0,8.0
Product 9,Sale,2023-10-12 00:00:00.0,160003,2023-10-12 13:18:15,Punjab,204.0,204.0,0.0,0.0,13.0
Product 6,Sale,2023-10-12 00:00:00.0,679122,2023-10-12 18:09:46,Kerala,1059.0,1059.0,0.0,0.0,18.0
Product 3,Return,2023-10-06 00:00:00.0,764020,2023-10-06 14:30:47,Odisha,0.0,-229.0,-229.0,0.0,14.0
Product 12,Sale,2023-10-13 00:00:00.0,635103,2023-10-13 16:31:48,Tamil Nadu,234.0,234.0,0.0,0.0,16.0
Product 12,Return,2023-10-12 00:00:00.0,413255,2023-10-12 11:47:10,Maharashtra,0.0,-229.0,-229.0,0.0,11.0
Product 12,Return,2023-10-08 00:00:00.0,641048,,Tamil Nadu,0.0,-229.0,-229.0,0.0,
Product 12,Sale,2023-10-12 00:00:00.0,695505,2023-10-12 12:22:17,Kerala,222.0,222.0,0.0,0.0,12.0
Product 12,Return,2023-10-07 00:00:00.0,577116,2023-10-07 14:07:04,Karnataka,0.0,-222.0,-222.0,0.0,14.0
Product 12,Sale,2023-10-13 00:00:00.0,122001,2023-10-13 04:52:07,Haryana,234.0,234.0,0.0,0.0,4.0
Product 12,Sale,2023-10-13 00:00:00.0,400020,2023-10-13 15:04:47,Maharashtra,234.0,234.0,0.0,0.0,15.0
Product 12,Return,2023-10-07 00:00:00.0,600080,,Tamil Nadu,0.0,-222.0,-222.0,0.0,
Product 3,Return,2023-10-07 00:00:00.0,670672,2023-10-07 19:38:04,Kerala,0.0,-199.0,-199.0,0.0,19.0
Product 9,Return,2023-09-30 00:00:00.0,400615,2023-09-30 19:16:18,Maharashtra,0.0,-209.0,-209.0,0.0,19.0
Product 9,Return,2023-10-05 00:00:00.0,396210,2023-10-05 11:35:15,Daman and Diu,0.0,-209.0,-209.0,0.0,11.0
Product 17,Sale,2023-10-13 00:00:00.0,440013,2023-10-13 08:36:50,Maharashtra,234.0,234.0,0.0,0.0,8.0
Product 17,Sale,2023-10-13 00:00:00.0,801104,2023-10-13 14:35:19,Bihar,234.0,234.0,0.0,0.0,14.0
Product 6,Sale,2023-10-13 00:00:00.0,506101,2023-10-13 21:34:22,Telangana,949.0,949.0,0.0,949.0,21.0
Product 6,Sale,2023-10-13 00:00:00.0,561208,2023-10-13 04:56:27,Karnataka,1059.0,1059.0,0.0,0.0,4.0
Product 6,Sale,2023-10-13 00:00:00.0,174101,2023-10-13 15:27:29,Himachal Pradesh,954.0,954.0,0.0,954.0,15.0
Product 2,Sale,2023-10-13 00:00:00.0,695604,2023-10-13 11:11:54,Kerala,198.0,198.0,0.0,0.0,11.0
Product 2,Sale,2023-10-13 00:00:00.0,147021,2023-10-13 09:33:38,Punjab,204.0,204.0,0.0,0.0,9.0
Product 2,Sale,2023-10-13 00:00:00.0,110061,2023-10-13 10:55:08,Delhi,204.0,204.0,0.0,0.0,10.0
Product 2,Sale,2023-10-13 00:00:00.0,515801,2023-10-13 21:29:30,Andhra Pradesh,204.0,204.0,0.0,0.0,21.0
Product 2,Sale,2023-10-13 00:00:00.0,495450,2023-10-13 22:44:44,Chattisgarh,193.0,193.0,0.0,0.0,22.0
Product 2,Return,2023-10-08 00:00:00.0,562123,,Karnataka,0.0,-193.0,-193.0,0.0,
Product 2,Sale,2023-10-13 00:00:00.0,626112,2023-10-13 15:47:55,Tamil Nadu,204.0,204.0,0.0,0.0,15.0
Product 8,Sale,2023-10-13 00:00:00.0,768103,2023-10-13 15:21:56,Odisha,204.0,204.0,0.0,0.0,15.0
Product 8,Sale,2023-10-13 00:00:00.0,501505,2023-10-13 18:55:44,Telangana,199.0,199.0,0.0,0.0,18.0
Product 8,Sale,2023-10-13 00:00:00.0,221106,,Uttar Pradesh,180.0,180.0,0.0,180.0,
Product 8,Sale,2023-10-13 00:00:00.0,632509,2023-10-13 08:00:51,Tamil Nadu,204.0,204.0,0.0,0.0,8.0
Product 8,Sale,2023-10-13 00:00:00.0,413512,2023-10-13 07:47:49,Maharashtra,204.0,204.0,0.0,0.0,7.0
Product 8,Sale,2023-10-13 00:00:00.0,573201,,Karnataka,199.0,199.0,0.0,0.0,
Product 8,Sale,2023-10-13 00:00:00.0,413514,2023-10-13 07:36:48,Maharashtra,204.0,204.0,0.0,0.0,7.0
Product 8,Sale,2023-10-13 00:00:00.0,501510,2023-10-13 20:06:20,Telangana,193.0,193.0,0.0,0.0,20.0
Product 8,Return,2023-10-08 00:00:00.0,517297,2023-10-08 07:43:29,Andhra Pradesh,0.0,-184.0,-184.0,0.0,7.0
Product 8,Sale,2023-10-13 00:00:00.0,601301,2023-10-13 07:30:28,Tamil Nadu,204.0,204.0,0.0,0.0,7.0
Product 8,Sale,2023-10-13 00:00:00.0,202130,2023-10-13 15:26:50,Uttar Pradesh,204.0,204.0,0.0,0.0,15.0
Product 8,Sale,2023-10-13 00:00:00.0,533004,2023-10-13 11:15:06,Andhra Pradesh,204.0,204.0,0.0,0.0,11.0
Product 5,Sale,2023-10-13 00:00:00.0,682024,2023-10-13 09:47:30,Kerala,227.0,227.0,0.0,0.0,9.0
Product 5,Sale,2023-10-13 00:00:00.0,444607,2023-10-13 12:48:02,Maharashtra,229.0,229.0,0.0,0.0,12.0
Product 5,Sale,2023-10-13 00:00:00.0,390023,2023-10-13 14:36:15,Gujarat,234.0,234.0,0.0,0.0,14.0
Product 5,Sale,2023-10-13 00:00:00.0,761008,2023-10-13 15:01:20,Odisha,222.0,222.0,0.0,0.0,15.0
Product 5,Sale,2023-10-13 00:00:00.0,691551,2023-10-13 21:55:55,Kerala,229.0,229.0,0.0,0.0,21.0
Product 5,Sale,2023-10-13 00:00:00.0,632004,2023-10-13 16:01:06,Tamil Nadu,229.0,229.0,0.0,0.0,16.0
Product 18,Sale,2023-10-13 00:00:00.0,518124,2023-10-13 19:49:59,Andhra Pradesh,944.0,944.0,0.0,944.0,19.0
Product 26,Sale,2023-10-13 00:00:00.0,507118,2023-10-13 09:24:30,Telangana,244.0,244.0,0.0,0.0,9.0
Product 26,Return,2023-10-07 00:00:00.0,444107,2023-10-07 09:27:39,Maharashtra,0.0,-216.0,-216.0,0.0,9.0
Product 26,Return,2023-10-07 00:00:00.0,444107,2023-10-07 09:22:27,Maharashtra,0.0,-216.0,-216.0,0.0,9.0
Product 14,Sale,2023-10-10 00:00:00.0,734011,2023-10-10 23:38:01,West Bengal,1898.0,1898.0,0.0,0.0,23.0
Product 9,Sale,2023-10-13 00:00:00.0,751012,2023-10-13 15:29:15,Odisha,203.0,203.0,0.0,0.0,15.0
Product 9,Sale,2023-10-13 00:00:00.0,812005,2023-10-13 15:19:37,Bihar,203.0,203.0,0.0,0.0,15.0
Product 9,Cancellation,2023-10-13 00:00:00.0,812005,2023-10-13 15:19:37,Bihar,0.0,0.0,0.0,0.0,15.0
Product 9,Cancellation,2023-10-13 00:00:00.0,700042,2023-10-13 12:47:21,West Bengal,0.0,0.0,0.0,0.0,12.0
Product 9,Sale,2023-10-13 00:00:00.0,700042,2023-10-13 12:47:21,West Bengal,203.0,203.0,0.0,0.0,12.0
Product 9,Sale,2023-10-13 00:00:00.0,504106,2023-10-13 07:38:44,Telangana,199.0,199.0,0.0,0.0,7.0
Product 9,Sale,2023-10-13 00:00:00.0,122017,2023-10-13 11:36:22,Haryana,193.0,193.0,0.0,0.0,11.0
Product 9,Sale,2023-10-13 00:00:00.0,695604,2023-10-13 11:09:32,Kerala,198.0,198.0,0.0,0.0,11.0
Product 9,Sale,2023-10-13 00:00:00.0,782447,2023-10-13 11:42:56,Assam,204.0,204.0,0.0,0.0,11.0
Product 9,Sale,2023-10-13 00:00:00.0,641666,2023-10-13 09:37:29,Tamil Nadu,204.0,204.0,0.0,0.0,9.0
Product 9,Sale,2023-10-13 00:00:00.0,606803,2023-10-13 21:31:25,Tamil Nadu,204.0,204.0,0.0,0.0,21.0
Product 9,Cancellation,2023-10-13 00:00:00.0,606803,2023-10-13 21:31:25,Tamil Nadu,0.0,0.0,0.0,0.0,21.0
Product 9,Sale,2023-10-13 00:00:00.0,400615,2023-10-13 11:38:03,Maharashtra,204.0,204.0,0.0,0.0,11.0
Product 21,Sale,2023-10-13 00:00:00.0,127306,2023-10-13 19:31:18,Haryana,954.0,954.0,0.0,0.0,19.0
Product 1,Return,2023-09-30 00:00:00.0,411046,2023-09-30 19:58:30,Maharashtra,0.0,-1783.0,-1783.0,0.0,19.0
Product 2,Sale,2023-10-14 00:00:00.0,691510,2023-10-14 12:58:25,Kerala,199.0,199.0,0.0,0.0,12.0
Product 2,Sale,2023-10-14 00:00:00.0,621716,2023-10-14 14:34:06,Tamil Nadu,204.0,204.0,0.0,0.0,14.0
Product 2,Sale,2023-10-14 00:00:00.0,600005,,Tamil Nadu,200.0,200.0,0.0,0.0,
Product 2,Return,2023-10-08 00:00:00.0,686606,2023-10-08 11:46:51,Kerala,0.0,-189.0,-189.0,0.0,11.0
Product 2,Sale,2023-10-14 00:00:00.0,761121,2023-10-14 14:50:03,Odisha,204.0,204.0,0.0,0.0,14.0
Product 8,Sale,2023-10-14 00:00:00.0,560078,2023-10-14 08:49:49,Karnataka,204.0,204.0,0.0,0.0,8.0
Product 8,Cancellation,2023-10-14 00:00:00.0,560078,2023-10-14 08:49:49,Karnataka,0.0,0.0,0.0,0.0,8.0
Product 8,Return,2023-10-07 00:00:00.0,563125,2023-10-07 09:36:52,Karnataka,0.0,-193.0,-193.0,0.0,9.0
Product 8,Sale,2023-10-14 00:00:00.0,560078,2023-10-14 08:52:59,Karnataka,204.0,204.0,0.0,0.0,8.0
Product 8,Cancellation,2023-10-14 00:00:00.0,560078,2023-10-14 08:52:59,Karnataka,0.0,0.0,0.0,0.0,8.0
Product 8,Sale,2023-10-14 00:00:00.0,360001,2023-10-14 10:04:16,Gujarat,204.0,204.0,0.0,0.0,10.0
Product 8,Sale,2023-10-14 00:00:00.0,521101,2023-10-14 07:02:11,Andhra Pradesh,199.0,199.0,0.0,0.0,7.0
Product 8,Sale,2023-10-14 00:00:00.0,731132,2023-10-14 11:07:34,West Bengal,204.0,204.0,0.0,0.0,11.0
Product 8,Sale,2023-10-14 00:00:00.0,691510,2023-10-14 12:56:24,Kerala,199.0,199.0,0.0,0.0,12.0
Product 8,Sale,2023-10-14 00:00:00.0,673008,2023-10-14 10:18:56,Kerala,204.0,204.0,0.0,0.0,10.0
Product 8,Sale,2023-10-14 00:00:00.0,560078,2023-10-14 08:59:30,Karnataka,204.0,204.0,0.0,0.0,8.0
Product 8,Return,2023-10-07 00:00:00.0,110074,,Delhi,0.0,-199.0,-199.0,0.0,
Product 8,Sale,2023-10-14 00:00:00.0,412101,2023-10-14 10:34:25,Maharashtra,193.0,193.0,0.0,0.0,10.0
Product 8,Sale,2023-10-14 00:00:00.0,562149,,Karnataka,199.0,199.0,0.0,0.0,
Product 8,Sale,2023-10-14 00:00:00.0,722101,2023-10-14 12:47:56,West Bengal,204.0,204.0,0.0,0.0,12.0
Product 8,Sale,2023-10-14 00:00:00.0,411033,2023-10-14 13:02:13,Maharashtra,199.0,199.0,0.0,0.0,13.0
Product 8,Sale,2023-10-14 00:00:00.0,530003,2023-10-14 07:39:24,Andhra Pradesh,204.0,204.0,0.0,0.0,7.0
Product 1,Sale,2023-10-14 00:00:00.0,695601,2023-10-14 23:57:46,Kerala,864.0,864.0,0.0,864.0,23.0
Product 1,Return,2023-10-10 00:00:00.0,695601,2023-10-10 19:33:57,Kerala,0.0,-864.0,-864.0,0.0,19.0
Product 5,Sale,2023-10-14 00:00:00.0,123401,,Haryana,222.0,222.0,0.0,0.0,
Product 5,Return,2023-10-04 00:00:00.0,600097,2023-10-04 11:59:25,Tamil Nadu,0.0,-222.0,-222.0,0.0,11.0
Product 5,Sale,2023-10-14 00:00:00.0,560076,,Karnataka,217.0,217.0,0.0,0.0,
Product 5,Sale,2023-10-14 00:00:00.0,521108,,Andhra Pradesh,229.0,229.0,0.0,0.0,
Product 5,Sale,2023-10-14 00:00:00.0,505001,2023-10-14 14:34:45,Telangana,227.0,227.0,0.0,0.0,14.0
Product 5,Cancellation,2023-10-14 00:00:00.0,505001,2023-10-14 14:34:45,Telangana,0.0,0.0,0.0,0.0,14.0
Product 9,Sale,2023-10-14 00:00:00.0,508101,2023-10-14 10:24:04,Telangana,184.0,184.0,0.0,184.0,10.0
Product 9,Sale,2023-10-14 00:00:00.0,761121,2023-10-14 18:20:00,Odisha,204.0,204.0,0.0,0.0,18.0
Product 9,Return,2023-10-09 00:00:00.0,607308,2023-10-09 15:19:08,Tamil Nadu,0.0,-199.0,-199.0,0.0,15.0
Product 9,Return,2023-10-09 00:00:00.0,700081,,West Bengal,0.0,-193.0,-193.0,0.0,
Product 9,Sale,2023-10-14 00:00:00.0,641605,2023-10-14 07:32:35,Tamil Nadu,199.0,199.0,0.0,0.0,7.0
Product 9,Sale,2023-10-14 00:00:00.0,482002,2023-10-14 14:20:31,Madhya Pradesh,199.0,199.0,0.0,0.0,14.0
Product 9,Sale,2023-10-14 00:00:00.0,532127,,Andhra Pradesh,169.0,169.0,0.0,169.0,
Product 9,Sale,2023-10-14 00:00:00.0,531116,2023-10-14 15:28:28,Andhra Pradesh,199.0,199.0,0.0,0.0,15.0
Product 9,Sale,2023-10-14 00:00:00.0,691510,2023-10-14 12:59:06,Kerala,199.0,199.0,0.0,0.0,12.0
Product 9,Sale,2023-10-14 00:00:00.0,639005,2023-10-14 09:17:14,Tamil Nadu,204.0,204.0,0.0,0.0,9.0
Product 9,Sale,2023-10-14 00:00:00.0,799006,2023-10-14 08:28:12,Tripura,199.0,199.0,0.0,0.0,8.0
Product 9,Sale,2023-10-14 00:00:00.0,560083,2023-10-14 23:02:19,Karnataka,199.0,199.0,0.0,0.0,23.0
Product 9,Sale,2023-10-14 00:00:00.0,493221,2023-10-14 00:18:43,Chattisgarh,184.0,184.0,0.0,184.0,0.0
Product 9,Return,2023-10-09 00:00:00.0,614401,,Tamil Nadu,0.0,-184.0,-184.0,0.0,
Product 9,Sale,2023-10-14 00:00:00.0,411001,2023-10-14 17:50:14,Maharashtra,204.0,204.0,0.0,0.0,17.0
Product 9,Sale,2023-10-14 00:00:00.0,632057,2023-10-14 13:49:44,Tamil Nadu,204.0,204.0,0.0,0.0,13.0
Product 9,Sale,2023-10-14 00:00:00.0,400605,2023-10-14 14:45:14,Maharashtra,199.0,199.0,0.0,0.0,14.0
Product 26,Return,2023-10-08 00:00:00.0,521165,,Andhra Pradesh,0.0,-223.0,-223.0,0.0,
Product 26,Sale,2023-10-14 00:00:00.0,583121,2023-10-14 21:02:41,Karnataka,236.0,236.0,0.0,0.0,21.0
Product 26,Return,2023-10-06 00:00:00.0,110048,2023-10-06 17:47:08,Delhi,0.0,-239.0,-239.0,0.0,17.0
Product 9,Return,2023-10-04 00:00:00.0,122015,,Haryana,0.0,-209.0,-209.0,0.0,
Product 12,Return,2023-10-03 00:00:00.0,185131,2023-10-03 13:36:29,Jammu and Kashmir,0.0,-222.0,-222.0,0.0,13.0
Product 12,Sale,2023-10-14 00:00:00.0,685588,,Kerala,222.0,222.0,0.0,0.0,
Product 12,Sale,2023-10-14 00:00:00.0,440023,,Maharashtra,229.0,229.0,0.0,0.0,
Product 12,Sale,2023-10-14 00:00:00.0,691553,2023-10-14 11:48:41,Kerala,234.0,234.0,0.0,0.0,11.0
Product 12,Sale,2023-10-14 00:00:00.0,500072,,Telangana,222.0,222.0,0.0,0.0,
Product 12,Sale,2023-10-14 00:00:00.0,632002,2023-10-14 11:03:20,Tamil Nadu,227.0,227.0,0.0,0.0,11.0
Product 12,Sale,2023-10-14 00:00:00.0,670142,2023-10-14 11:01:04,Kerala,234.0,234.0,0.0,0.0,11.0
Product 6,Return,2023-10-03 00:00:00.0,804417,2023-10-03 09:48:41,Bihar,0.0,-949.0,-949.0,0.0,9.0
Product 2,Sale,2023-10-15 00:00:00.0,673529,2023-10-15 21:12:36,Kerala,199.0,199.0,0.0,0.0,21.0
Product 2,Sale,2023-10-13 00:00:00.0,500007,2023-10-13 20:33:08,Telangana,602.01,602.01,0.0,0.0,20.0
Product 2,Sale,2023-10-15 00:00:00.0,503003,2023-10-15 13:24:42,Telangana,184.0,184.0,0.0,184.0,13.0
Product 2,Sale,2023-10-15 00:00:00.0,560093,,Karnataka,193.0,193.0,0.0,0.0,
Product 8,Sale,2023-10-15 00:00:00.0,577526,2023-10-15 11:14:51,Karnataka,204.0,204.0,0.0,0.0,11.0
Product 8,Sale,2023-10-15 00:00:00.0,683102,2023-10-15 05:11:27,Kerala,199.0,199.0,0.0,0.0,5.0
Product 8,Sale,2023-10-15 00:00:00.0,803101,2023-10-15 10:19:51,Bihar,193.0,193.0,0.0,0.0,10.0
Product 8,Sale,2023-10-15 00:00:00.0,281001,2023-10-15 13:59:35,Uttar Pradesh,200.0,200.0,0.0,0.0,13.0
Product 8,Sale,2023-10-15 00:00:00.0,603103,2023-10-15 09:35:00,Tamil Nadu,204.0,204.0,0.0,0.0,9.0
Product 8,Sale,2023-10-15 00:00:00.0,524318,2023-10-15 22:42:43,Andhra Pradesh,199.0,199.0,0.0,0.0,22.0
Product 8,Sale,2023-10-15 00:00:00.0,421503,2023-10-15 08:49:45,Maharashtra,204.0,204.0,0.0,0.0,8.0
Product 8,Sale,2023-10-15 00:00:00.0,682042,2023-10-15 07:16:06,Kerala,178.0,178.0,0.0,178.0,7.0
Product 8,Sale,2023-10-14 00:00:00.0,587116,2023-10-14 09:57:07,Karnataka,386.0,386.0,0.0,0.0,9.0
Product 8,Return,2023-10-10 00:00:00.0,503002,,Telangana,0.0,-193.0,-193.0,0.0,
Product 8,Sale,2023-10-15 00:00:00.0,625501,2023-10-15 14:33:29,Tamil Nadu,204.0,204.0,0.0,0.0,14.0
Product 8,Return,2023-10-07 00:00:00.0,641029,2023-10-07 07:40:47,Tamil Nadu,0.0,-199.0,-199.0,0.0,7.0
Product 8,Return,2023-10-08 00:00:00.0,443201,2023-10-08 13:58:19,Maharashtra,0.0,-178.0,-178.0,0.0,13.0
Product 8,Sale,2023-10-15 00:00:00.0,695586,2023-10-15 14:14:25,Kerala,199.0,199.0,0.0,0.0,14.0
Product 8,Sale,2023-10-15 00:00:00.0,691583,,Kerala,199.0,199.0,0.0,0.0,
Product 8,Return,2023-10-08 00:00:00.0,441902,2023-10-08 11:57:30,Maharashtra,0.0,-199.0,-199.0,0.0,11.0
Product 8,Sale,2023-10-15 00:00:00.0,440025,,Maharashtra,179.0,179.0,0.0,179.0,
Product 8,Sale,2023-10-15 00:00:00.0,563102,2023-10-15 11:41:42,Karnataka,184.0,184.0,0.0,184.0,11.0
Product 8,Return Cancellation,2023-10-07 00:00:00.0,201102,2023-10-07 00:56:49,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0
Product 8,Return,2023-10-07 00:00:00.0,201102,2023-10-07 00:56:49,Uttar Pradesh,0.0,-184.0,-184.0,0.0,0.0
Product 8,Return,2023-09-30 00:00:00.0,781009,2023-09-30 16:35:57,Assam,0.0,-194.0,-194.0,0.0,16.0
Product 26,Sale,2023-10-15 00:00:00.0,560062,,Karnataka,208.0,208.0,0.0,208.0,
Product 26,Sale,2023-10-15 00:00:00.0,585101,,Karnataka,240.0,240.0,0.0,0.0,
Product 26,Return,2023-10-09 00:00:00.0,690509,2023-10-09 10:31:55,Kerala,0.0,-239.0,-239.0,0.0,10.0
Product 9,Sale,2023-10-15 00:00:00.0,380059,2023-10-15 14:43:28,Gujarat,199.0,199.0,0.0,0.0,14.0
Product 9,Sale,2023-10-15 00:00:00.0,560066,,Karnataka,193.0,193.0,0.0,0.0,
Product 9,Sale,2023-10-15 00:00:00.0,600078,2023-10-15 08:45:07,Tamil Nadu,199.0,199.0,0.0,0.0,8.0
Product 9,Return,2023-10-10 00:00:00.0,503002,2023-10-10 08:07:45,Telangana,0.0,-193.0,-193.0,0.0,8.0
Product 9,Return,2023-10-08 00:00:00.0,631501,2023-10-08 08:14:21,Tamil Nadu,0.0,-184.0,-184.0,0.0,8.0
Product 9,Sale,2023-10-15 00:00:00.0,626005,2023-10-15 13:41:35,Tamil Nadu,204.0,204.0,0.0,0.0,13.0
Product 9,Sale,2023-10-15 00:00:00.0,624802,2023-10-15 17:33:13,Tamil Nadu,204.0,204.0,0.0,0.0,17.0
Product 9,Sale,2023-10-15 00:00:00.0,605652,2023-10-15 11:43:06,Tamil Nadu,204.0,204.0,0.0,0.0,11.0
Product 9,Sale,2023-10-15 00:00:00.0,518222,2023-10-15 16:21:50,Andhra Pradesh,204.0,204.0,0.0,0.0,16.0
Product 9,Sale,2023-10-15 00:00:00.0,614001,2023-10-15 19:26:20,Tamil Nadu,204.0,204.0,0.0,0.0,19.0
Product 9,Sale,2023-10-15 00:00:00.0,396321,,Gujarat,199.0,199.0,0.0,0.0,
Product 9,Sale,2023-10-15 00:00:00.0,141001,2023-10-15 13:03:46,Punjab,199.0,199.0,0.0,0.0,13.0
Product 9,Sale,2023-10-15 00:00:00.0,604207,2023-10-15 11:42:51,Tamil Nadu,204.0,204.0,0.0,0.0,11.0
Product 9,Sale,2023-10-15 00:00:00.0,445204,2023-10-15 13:53:58,Maharashtra,198.0,198.0,0.0,0.0,13.0
Product 9,Sale,2023-10-15 00:00:00.0,641007,2023-10-15 21:26:28,Tamil Nadu,199.0,199.0,0.0,0.0,21.0
Product 9,Sale,2023-10-15 00:00:00.0,600081,2023-10-15 01:19:59,Tamil Nadu,199.0,199.0,0.0,0.0,1.0
Product 17,Sale,2023-10-15 00:00:00.0,502221,2023-10-15 09:35:13,Telangana,234.0,234.0,0.0,0.0,9.0
Product 17,Return,2023-10-08 00:00:00.0,600029,2023-10-08 22:35:10,Tamil Nadu,0.0,-227.0,-227.0,0.0,22.0
Product 17,Return,2023-10-07 00:00:00.0,502221,2023-10-07 22:39:38,Telangana,0.0,-229.0,-229.0,0.0,22.0
Product 5,Sale,2023-10-15 00:00:00.0,560037,,Karnataka,200.0,200.0,0.0,200.0,
Product 5,Sale,2023-10-15 00:00:00.0,678507,2023-10-15 11:15:41,Kerala,229.0,229.0,0.0,0.0,11.0
Product 5,Sale,2023-10-15 00:00:00.0,221001,2023-10-15 11:28:24,Uttar Pradesh,234.0,234.0,0.0,0.0,11.0
Product 5,Sale,2023-10-15 00:00:00.0,533448,2023-10-15 12:59:03,Andhra Pradesh,234.0,234.0,0.0,0.0,12.0
Product 5,Sale,2023-10-15 00:00:00.0,521137,2023-10-15 13:02:49,Andhra Pradesh,222.0,222.0,0.0,0.0,13.0
Product 5,Sale,2023-10-15 00:00:00.0,626125,,Tamil Nadu,224.0,224.0,0.0,0.0,
Product 5,Sale,2023-10-15 00:00:00.0,363642,2023-10-15 10:18:44,Gujarat,234.0,234.0,0.0,0.0,10.0
Product 5,Sale,2023-10-15 00:00:00.0,507001,2023-10-15 10:54:48,Telangana,234.0,234.0,0.0,0.0,10.0
Product 5,Cancellation,2023-10-15 00:00:00.0,505001,2023-10-15 17:37:40,Telangana,0.0,0.0,0.0,0.0,17.0
Product 5,Sale,2023-10-15 00:00:00.0,505001,2023-10-15 17:37:40,Telangana,227.0,227.0,0.0,0.0,17.0
Product 5,Sale,2023-10-15 00:00:00.0,110085,,Delhi,222.0,222.0,0.0,0.0,
Product 5,Sale,2023-10-15 00:00:00.0,581110,2023-10-15 22:41:52,Karnataka,234.0,234.0,0.0,0.0,22.0
